pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
54,73,623,4206817,2844946,CC(=O)C1=CC2=C(C=C1NC(=O)C(=O)N1CCOC(C)(C)C1C)OCO2,COC(=O)[C@H]1[C@H]2C[C@H]2CN1C(C(=O)NCCC#N)C1=CC(Br)=CO1,CC(=O)c1cc2c(cc1NC(=O)C(=O)N1CCOC(C)(C)C1C)OCO2,COC(=O)[C@H]1[C@H]2C[C@H]2CN1C(C(=O)NCCC#N)c1cc(Br)co1,26,28,24,26,142.569107,3.440843,16,15,16,15,1,0,0,1,0
55,650,175,2369078,2883910,CC1(C(=O)O)CCC2=CC(C3=CC=C(F)C(C(F)(F)F)=C3)=CC=C21,CCCC1=CC=C(C(=O)NC2=C(C#N)C=C(Cl)C=C2C)C=C1[N+](=O)[O-],CC1(C(=O)O)CCc2cc(-c3ccc(F)c(C(F)(F)F)c3)ccc21,CCCc1ccc(C(=O)Nc2c(C)cc(Cl)cc2C#N)cc1[N+](=O)[O-],24,26,25,26,393.000031,14.093518,11,10,11,10,1,0,0,1,0
56,546,746,3100926,6746942,O=C(NCCC1=COC=C1)NC12CC(CN(CC3=CC=CC=C3)C1)C2,CC(C)[C@@H](NC(=O)NCC1=NN(C)C2=C1COCC2)C1=NN=C2C=CC=CN21,O=C(NCCc1ccoc1)NC12CC(CN(Cc3ccccc3)C1)C2,CC(C)[C@@H](NC(=O)NCc1nn(C)c2c1COCC2)c1nnc2ccccn12,25,28,28,31,1184.666138,23.415452,21,20,21,20,1,0,0,1,0
57,250,167,970568,6662504,CC1=CC=C(F)C=C1NC(=O)CC(C1=CC=CC=C1)C(C)C,COC1=CC2=C(C=C1S(=O)(=O)N1CCC(C)(C3=CC=C(Cl)C=C3)CC1)CCC2,Cc1ccc(F)cc1NC(=O)CC(c1ccccc1)C(C)C,COc1cc2c(cc1S(=O)(=O)N1CCC(C)(c3ccc(Cl)cc3)CC1)CCC2,22,23,28,31,36.465012,1.330584,13,13,13,13,1,0,0,1,0
58,473,388,7018083,9410350,C=CCC1(C(=O)N2CCCC2CCC)CCN(C(=O)C2=COC(N(C)C)=N2)C1,CCC1=CNC(=O)C(C(=O)N2CCN(C(=O)C3=CC(Cl)=CC=N3)CC3CCCCC32)=C1,C=CCC1(C(=O)N2CCCC2CCC)CCN(C(=O)c2coc(N(C)C)n2)C1,CCc1c[nH]c(=O)c(C(=O)N2CCN(C(=O)c3cc(Cl)ccn3)CC3CCCCC32)c1,28,30,31,34,518.041443,13.228298,21,20,21,20,1,0,0,1,0
59,276,947,6286911,1899745,CCC(C)(C)CCNC(C1=NN=NN1CCC#N)C1=C(F)C=C(F)C(F)=C1,CCCC1=CC(C(=O)NC(C)(C)CNC(=O)C2=CNN=C2)=NO1,CCC(C)(C)CCNC(c1cc(F)c(F)cc1F)c1nnnn1CCC#N,CCCc1cc(C(=O)NC(C)(C)CNC(=O)c2cn[nH]c2)no1,27,28,23,24,24.182423,1.468534,13,12,13,12,1,0,0,1,0
60,655,704,3090703,5775328,O=C1CCOC2=CC=C(OCCOC34CC5CC(CC(C5)C3)C4)C=C12,CC(C)(CNC(=O)[C@H]1C[C@H](N=[N+]=[N-])CN1C(=O)CC1(C#N)CC1)CC(F)F,O=C1CCOc2ccc(OCCOC34CC5CC(CC(C5)C3)C4)cc21,CC(C)(CNC(=O)[C@H]1C[C@H](N=[N+]=[N-])CN1C(=O)CC1(C#N)CC1)CC(F)F,25,29,27,28,6.637413,0.331235,6,5,6,5,1,0,0,1,0
61,570,224,3634174,3745793,O=C(C1CSC1)N1CC2CC(C1)N(C(=O)C1=CN3C=NN=C3C=C1)C2,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,O=C(C1CSC1)N1CC2CC(C1)N(C(=O)c1ccc3nncn3c1)C2,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,25,29,25,28,325.296356,8.170650,16,15,16,15,1,0,0,1,0
62,701,332,7372377,4169540,COC1=C(C(=O)N2CC[C@@H](N(C)C(=O)C3=C(C)OC(C4CC4)=N3)C2)SC=C1C,COC1=CC=C([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)C=C1,COc1c(C)csc1C(=O)N1CC[C@@H](N(C)C(=O)c2nc(C3CC3)oc2C)C1,COc1ccc([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)cc1,28,31,26,28,36.243744,2.172987,10,9,10,9,1,0,0,1,0
63,863,786,8302184,8429886,CCC(C)=C(C)C(=O)N(C)CCOCCCN(C)C(=O)C1=C2N(C)C=CN2N=C1,CC(F)(CNC(=O)[C@H]1CC[C@H](C2=CC=CC=C2)C1)CNC1=NC=C2SC=CC2=N1,CCC(C)=C(C)C(=O)N(C)CCOCCCN(C)C(=O)c1cnn2ccn(C)c12,CC(F)(CNC(=O)[C@H]1CC[C@H](c2ccccc2)C1)CNc1ncc2sccc2n1,29,30,29,32,20.435465,1.100403,10,9,10,9,1,0,0,1,0
64,794,57,6228162,1922535,CC1=CC=NC=C1S(=O)(=O)NCC(O)CCNC(=O)/C=C/C1=CN=CC=N1,CCCC=C(CC)C(=O)N[C@H]1CCC[C@]1(C)NC(=O)C(C)SC,Cc1ccncc1S(=O)(=O)NCC(O)CCNC(=O)/C=C/c1cnccn1,CCCC=C(CC)C(=O)N[C@H]1CCC[C@]1(C)NC(=O)C(C)SC,27,28,23,23,23.988258,1.292573,11,10,11,10,1,0,0,1,0
65,234,841,5046189,8019379,CC(C)C(C)(C)CN(CC1=CN2C=NC=C2C=C1)C(=O)COCCCF,O=C(C1=CC(Cl)=CC=C1Cl)N1CCCC1C1=NC(C2=CN3C=CC=CC3=N2)=NO1,CC(C)C(C)(C)CN(Cc1ccc2cncn2c1)C(=O)COCCCF,O=C(c1cc(Cl)ccc1Cl)N1CCCC1c1nc(-c2cn3ccccc3n2)no1,26,27,29,33,191.375519,6.902872,14,13,14,13,1,0,0,1,0
66,32,824,2646999,1881865,NC(=O)C[C@@H](O)C(=O)NC1COCCN(C(=O)C2=CC=CC=C2)C1,CCC(COC)C(=O)NCC(NC(=O)C1(C)CC=CC1)C(C)C,NC(=O)C[C@@H](O)C(=O)NC1COCCN(C(=O)c2ccccc2)C1,CCC(COC)C(=O)NCC(NC(=O)C1(C)CC=CC1)C(C)C,24,25,23,23,31.118994,1.541234,16,15,16,15,1,0,0,1,0
67,323,410,5659988,9748132,CN(C(=O)CC(NC(=O)C1=C2COCC2=NN1)C(F)(F)F)C1CC(CO)C1,CN1N=C(NC(=O)C(=O)N(C)C2(CNC(=O)OC(C)(C)C)CC2)C=C1CN1CCOCC1,CN(C(=O)CC(NC(=O)c1[nH]nc2c1COC2)C(F)(F)F)C1CC(CO)C1,CN(C(=O)C(=O)Nc1cc(CN2CCOCC2)n(C)n1)C1(CNC(=O)OC(C)(C)C)CC1,27,29,32,34,40.943531,2.371184,10,9,10,9,1,0,0,1,0
68,274,67,2157471,3753940,C=CC1CCCN1S(=O)(=O)C1=CC=C(NS(=O)(=O)CCCC)C=C1,CCCC(=O)NC1CC(C)(C2=CN(CC(C)C3=CC=CC=N3)N=N2)C1,C=CC1CCCN1S(=O)(=O)c1ccc(NS(=O)(=O)CCCC)cc1,CCCC(=O)NC1CC(C)(c2cn(CC(C)c3ccccn3)nn2)C1,24,25,25,27,3.909610,0.401292,7,6,7,6,1,0,0,1,0
69,216,935,7320354,1579789,NC1=CC=NC(C(=O)N2C[C@@H]3C[C@@H](C[C@H](NC(=O)CCN4C=CC=N4)C3)C2)=C1,CC1=CC=C(F)C=C1CCCC(=O)OCCC#CC[Si](C)(C)C,Nc1ccnc(C(=O)N2C[C@@H]3C[C@@H](C[C@H](NC(=O)CCn4cccn4)C3)C2)c1,Cc1ccc(F)cc1CCCC(=O)OCCC#CC[Si](C)(C)C,28,31,23,23,14.431187,0.717690,8,7,8,7,1,0,0,1,0
70,965,580,9227748,6950048,CCC1=C(CN(CC2=CN(CC3CCOC3)N=N2)CC2(C)CSCCO2)C=NN1C,COC1=NC=C(C(=O)N[C@@H]2CC[C@H](CC(=O)N[C@H]3C[C@H](C4=NC=CN4)C3)C2)S1,CCc1c(CN(Cc2cn(CC3CCOC3)nn2)CC2(C)CSCCO2)cnn1C,COc1ncc(C(=O)N[C@@H]2CC[C@H](CC(=O)N[C@H]3C[C@H](c4ncc[nH]4)C3)C2)s1,30,33,28,31,33.626518,1.425485,11,10,11,10,1,0,0,1,0
71,897,735,790702,8858626,CC(C)(CCN1CCOCC1)NC(=O)C[C@H]1C[C@H]1C(=O)O,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,CC(C)(CCN1CCOCC1)NC(=O)C[C@H]1C[C@H]1C(=O)O,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,21,22,30,32,20.678091,0.795691,13,12,13,12,1,0,0,1,0
72,322,217,9662440,3764730,CCOC1=CC=C(NC(=O)N(CCC(C)(C)CO)CC2=CC(CC)=CC(F)=C2)N=C1C,CC(C)C(F)(F)C(=O)N1CC(C2=CN(CCCOC3CCC3)N=N2)C1,CCOc1ccc(NC(=O)N(CCC(C)(C)CO)Cc2cc(F)cc(CC)c2)nc1C,CC(C)C(F)(F)C(=O)N1CC(c2cn(CCCOC3CCC3)nn2)C1,31,32,25,27,30.963234,2.262835,11,10,11,10,1,0,0,1,0
73,671,511,6371504,4200620,CC1=CC=CC=C1CN(CC[C@H]1CCO[C@H]1C)C(=O)COC1CCCOC1,CO[C@H](C)CNC(=O)C(=O)NC1=C(C(C)C)N(CC2=CC=CC=C2)N=N1,Cc1ccccc1CN(CC[C@H]1CCO[C@H]1C)C(=O)COC1CCCOC1,CO[C@H](C)CNC(=O)C(=O)Nc1nnn(Cc2ccccc2)c1C(C)C,27,29,26,27,9.395329,0.699806,11,11,11,11,1,0,0,1,0
74,405,905,317178,1828959,CC(C)(N)C/C=C/C(=O)NC1C2CCCC1CCC2,CC1=C(C(=O)N[C@H]2C[C@H](CC(=O)N[C@H](CO)C3CC3)C2)NC=C1,CC(C)(N)C/C=C/C(=O)NC1C2CCCC1CCC2,Cc1cc[nH]c1C(=O)N[C@H]1C[C@H](CC(=O)N[C@H](CO)C2CC2)C1,19,20,23,25,45.890640,1.586901,10,9,10,9,1,0,0,1,0
75,936,658,9952007,3484017,CN1N=CC2=CC=CC(CN(CC[C@H]3COC(C)(C)O3)CC3COCC4=CC=CC=C43)=C21,CC1=CC=C(F)C=C1CNC(=O)CN(C(=O)C1=C(C)CCC1)C1CC1,Cn1ncc2cccc(CN(CC[C@H]3COC(C)(C)O3)CC3COCc4ccccc43)c21,CC1=C(C(=O)N(CC(=O)NCc2cc(F)ccc2C)C2CC2)CCC1,32,36,25,27,35.889030,1.607882,13,12,13,12,1,0,0,1,0
76,469,146,1884070,6567263,CN(C)CC(=O)NC1(C)CCN(C(=O)C2=C(F)C(F)=CC=C2)C1,COC1=CC=C(N2CCN(C(=O)C3(N=[N+]=[N-])CCNCC3)CC2)C(OC)=C1,CN(C)CC(=O)NC1(C)CCN(C(=O)c2cccc(F)c2F)C1,COc1ccc(N2CCN(C(=O)C3(N=[N+]=[N-])CCNCC3)CC2)c(OC)c1,23,24,27,29,86.567680,1.780446,16,15,16,15,1,0,0,1,0
77,271,142,3835770,3301945,CCC[C@H]1C[C@@H]1CN(CC1=CC=CC2=CC=NC=C21)C(=O)[C@H]1C[C@H]1C,CC1=C(C(=O)N2CC(C)(C)C[C@H]2C(=O)NCC(C)OCCO)N=CO1,CCC[C@H]1C[C@@H]1CN(Cc1cccc2ccncc12)C(=O)[C@H]1C[C@H]1C,Cc1ocnc1C(=O)N1CC(C)(C)C[C@H]1C(=O)NCC(C)OCCO,25,28,25,26,39.108192,2.747693,12,11,12,11,1,0,0,1,0
78,252,762,561885,4031768,CSCC1(C(=O)NCC(C)C(=O)N(C)CC(C)C)CC1,CC(C)C1(CNC(=O)CNC(=O)C2=CC=C(S(N)(=O)=O)C=C2)OCCO1,CSCC1(C(=O)NCC(C)C(=O)N(C)CC(C)C)CC1,CC(C)C1(CNC(=O)CNC(=O)c2ccc(S(N)(=O)=O)cc2)OCCO1,20,20,26,27,12.380548,0.952427,9,8,9,8,1,0,0,1,0
79,574,551,5611587,3108760,CCC1=C(C(=O)N2CC3(C(=O)NCCC4=CSC=C4)CC2CCO3)N=CO1,CC1=C(CCNC(=O)NCC(=O)N2CCCO2)C2=CC(Cl)=CC=C2N1,CCc1ocnc1C(=O)N1CC2(C(=O)NCCc3ccsc3)CC1CCO2,Cc1[nH]c2ccc(Cl)cc2c1CCNC(=O)NCC(=O)N1CCCO1,27,30,25,27,37.755054,1.829513,14,13,14,13,1,0,0,1,0
80,269,764,9331009,3570718,CN(CC1=C(F)C=CC(F)=C1F)C(=O)NC1CCN(C(=O)OC(C)(C)C)C(C2CC2)C1,O=C(NCC1CN(C(=O)CCN2C=CN=C2)CCO1)C1=CSN=C1Cl,CN(Cc1c(F)ccc(F)c1F)C(=O)NC1CCN(C(=O)OC(C)(C)C)C(C2CC2)C1,O=C(NCC1CN(C(=O)CCn2ccnc2)CCO1)c1csnc1Cl,31,33,25,27,24.017719,1.060834,13,12,13,12,1,0,0,1,0
81,598,438,5494392,6760261,C=CCN(CC(=O)NC)C(=O)C1CN(C(=O)C2=CC=NC(CO)=C2)CCO1,CN(CC1=NN=CN1)C(=O)C(=O)NC1=CC=CC(NC(=O)C2=CC=NC=C2)=C1,C=CCN(CC(=O)NC)C(=O)C1CN(C(=O)c2ccnc(CO)c2)CCO1,CN(Cc1nnc[nH]1)C(=O)C(=O)Nc1cccc(NC(=O)c2ccncc2)c1,27,28,28,30,38.003590,1.012878,18,18,18,18,1,0,0,1,0
82,919,597,5243094,2299080,CC(CC(C)(C)O)C(=O)NC1CCCN(C2=CC=C(OC(F)F)C=C2)C1=O,N#CC1=CC(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)=NC=C1Cl,CC(CC(C)(C)O)C(=O)NC1CCCN(c2ccc(OC(F)F)cc2)C1=O,N#Cc1cc(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)ncc1Cl,27,28,24,25,24.827353,1.134371,16,15,16,15,1,0,0,1,0
83,408,370,1386324,9041022,COCCN(CC1=CN=NN1C)CC1=C(C)C(C#N)=CC=C1,CC1=CC=C([N+](=O)[O-])C(NC2COCCCN(C(=O)C[C@@H](C)C3=CC=CC=C3)C2)=N1,COCCN(Cc1cccc(C#N)c1C)Cc1cnnn1C,Cc1ccc([N+](=O)[O-])c(NC2COCCCN(C(=O)C[C@@H](C)c3ccccc3)C2)n1,22,23,30,32,17.145382,0.852958,17,16,17,16,1,0,0,1,0
84,224,141,3745793,359532,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,CC[C@@H]1[C@H](C(=O)NC2=CN=C(OC)C(C)=C2)CCN1C,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,CC[C@@H]1[C@H](C(=O)Nc2cnc(OC)c(C)c2)CCN1C,25,28,20,21,26.228094,1.666825,14,13,14,13,1,0,0,1,0
85,521,505,2868885,2926318,COC1=C(C)C(C(=O)N(C)CC(=O)NC2=CC=C(F)C=C2)=CC=C1Br,O=C(NC1=NN(CCC2=CC=CC=C2)C=C1)C1=C2C=CC=CN2C=N1,COc1c(Br)ccc(C(=O)N(C)CC(=O)Nc2ccc(F)cc2)c1C,O=C(Nc1ccn(CCc2ccccc2)n1)c1ncn2ccccc12,25,26,25,28,36.561764,2.153347,11,10,11,10,1,0,0,1,0
86,93,773,7173889,5332740,CC(C)C(C#N)C(=O)NCC(NC(=O)C1=CN(C2CCC2)N=N1)C1CCCC1,O=C(NC1=NN=C(C2CCCCC2)O1)C1CC(=O)N(C2=CC(F)=CC=C2)C1,CC(C)C(C#N)C(=O)NCC(NC(=O)c1cn(C2CCC2)nn1)C1CCCC1,O=C(Nc1nnc(C2CCCCC2)o1)C1CC(=O)N(c2cccc(F)c2)C1,28,30,27,30,56.466743,2.344455,13,12,13,12,1,0,0,1,0
87,48,881,4295390,2480057,CC(CNC(=O)CC1(NC(=O)[C@@H](CO)N(C)C)CCC1)C1=CC=CC=N1,COC1(C(=O)NC(C)CSC)CCN(C(=O)CCC2OCCO2)C1,CC(CNC(=O)CC1(NC(=O)[C@@H](CO)N(C)C)CCC1)c1ccccn1,COC1(C(=O)NC(C)CSC)CCN(C(=O)CCC2OCCO2)C1,26,27,24,25,40.927673,2.130165,13,12,13,12,1,0,0,1,0
88,112,156,3917701,2819811,CC1=CC=C(NC(=O)C(C2CC2)N2C[C@H](C3CC3)C[C@@H]2C2CC2)C=N1,CCC1(C(=O)N(CCC(F)CO)CC2=CN(CC(C)C)N=C2)CC1,Cc1ccc(NC(=O)C(C2CC2)N2C[C@H](C3CC3)C[C@@H]2C2CC2)cn1,CCC1(C(=O)N(CCC(F)CO)Cc2cnn(CC(C)C)c2)CC1,25,29,24,25,132.213837,4.692404,14,13,14,13,1,0,0,1,0
89,642,163,3685140,3471882,O=C(NC[C@@H]1C[C@@H](F)CN1C(=O)CC1=CC=CS1)C1CC(F)(CF)C1,CCC1(C(=O)NCC(O)C(=O)OC)CCN(C(=O)[C@H](C)C2CC2)CC1,O=C(NC[C@@H]1C[C@@H](F)CN1C(=O)Cc1cccs1)C1CC(F)(CF)C1,CCC1(C(=O)NCC(O)C(=O)OC)CCN(C(=O)[C@H](C)C2CC2)CC1,25,27,25,26,28.053658,1.799629,13,12,13,12,1,0,0,1,0
90,811,696,4686255,4770866,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,CCN(C)CC(=O)N[C@H](CNC(=O)C(C)C1=CSC=C1)C1CCCCC1,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,CCN(C)CC(=O)N[C@H](CNC(=O)C(C)c1ccsc1)C1CCCCC1,26,28,26,27,39.968445,1.345533,15,14,15,14,1,0,0,1,0
91,432,610,4727751,9252596,CN(C[C@@H]1C[C@H](F)CN1C(=O)[C@H]1CCCN1C)C(=O)CCCC(F)(F)F,CN(CCC1=CC=CC=C1F)C(C(=O)NC1CC(F)(F)C1)C1=NN2C=CC=CC2=C1,CN(C[C@@H]1C[C@H](F)CN1C(=O)[C@H]1CCCN1C)C(=O)CCCC(F)(F)F,CN(CCc1ccccc1F)C(C(=O)NC1CC(F)(F)C1)c1cc2ccccn2n1,26,27,30,33,118.972900,3.711841,16,15,16,15,1,0,0,1,0
92,65,394,1298607,9186114,C#CCN(C)C(=O)CC1(C)CCN(C(=O)CCCN(C)C)C1,CC1=C(F)C(F)=CC=C1CN(CC1CCC2(CC2)CO1)C(=O)CC1=CC=CC=C1O,C#CCN(C)C(=O)CC1(C)CCN(C(=O)CCCN(C)C)C1,Cc1c(CN(CC2CCC3(CC3)CO2)C(=O)Cc2ccccc2O)ccc(F)c1F,22,22,30,33,61.857307,3.193209,13,12,13,12,1,0,0,1,0
93,390,610,364061,9252596,CC1(C)CC(CC(=O)NCCC2(C)N=N2)CC(C)(C)C1,CN(CCC1=CC=CC=C1F)C(C(=O)NC1CC(F)(F)C1)C1=NN2C=CC=CC2=C1,CC1(C)CC(CC(=O)NCCC2(C)N=N2)CC(C)(C)C1,CN(CCc1ccccc1F)C(C(=O)NC1CC(F)(F)C1)c1cc2ccccn2n1,20,21,30,33,119.379593,3.417259,14,13,14,13,1,0,0,1,0
94,479,541,1510011,6755460,CN(CC1=CC=CC(CO)=C1)C(=O)C1=CC2=CN=CN2C(O)=N1,CC(C)C(CNC(=O)C(=O)N1CC(C(N)=O)CC2=CC=CC=C21)N1CCCC1,CN(Cc1cccc(CO)c1)C(=O)c1cc2cncn2c(O)n1,CC(C)C(CNC(=O)C(=O)N1CC(C(N)=O)Cc2ccccc21)N1CCCC1,23,25,28,30,79.297630,2.881737,15,14,15,14,1,0,0,1,0
95,257,994,9402527,7879141,C=CCC1(NC(=O)CCC(=O)NCCC)CCN(C(=O)C2=CC=C3C=CC=NC3=C2)C1,COC1=CC=CC(N(CCC#N)C(=O)C2=C(C)N(C3=CC=CC=C3C)C(C)=C2)=C1,C=CCC1(NC(=O)CCC(=O)NCCC)CCN(C(=O)c2ccc3cccnc3c2)C1,COc1cccc(N(CCC#N)C(=O)c2cc(C)n(-c3ccccc3C)c2C)c1,31,33,29,31,744.692017,32.809482,19,18,19,18,1,0,0,1,0
96,566,881,628570,2480057,C#CCC1(C(=O)N2CC3=CC=C(O)N=C3C2)CC=CCC1,COC1(C(=O)NC(C)CSC)CCN(C(=O)CCC2OCCO2)C1,C#CCC1(C(=O)N2Cc3ccc(O)nc3C2)CC=CCC1,COC1(C(=O)NC(C)CSC)CCN(C(=O)CCC2OCCO2)C1,21,23,24,25,112.901787,5.876983,14,13,14,13,1,0,0,1,0
97,965,11,9227748,10344292,CCC1=C(CN(CC2=CN(CC3CCOC3)N=N2)CC2(C)CSCCO2)C=NN1C,CC1=CC=CC=C1C1=CCN(C2=NC(N3CCC(CO)(C4=CC=CC=C4)C3)=C3C=NN(C)C3=N2)CC1,CCc1c(CN(Cc2cn(CC3CCOC3)nn2)CC2(C)CSCCO2)cnn1C,Cc1ccccc1C1=CCN(c2nc(N3CCC(CO)(c4ccccc4)C3)c3cnn(C)c3n2)CC1,30,33,36,41,319.765503,9.507162,15,14,15,14,1,0,0,1,0
98,696,738,4770866,7849061,CCN(C)CC(=O)N[C@H](CNC(=O)C(C)C1=CSC=C1)C1CCCCC1,COC1=CN=CC(C(C(=O)NC2CC2)N2CCOC(CNS(C)(=O)=O)C2)=C1C,CCN(C)CC(=O)N[C@H](CNC(=O)C(C)c1ccsc1)C1CCCCC1,COc1cncc(C(C(=O)NC2CC2)N2CCOC(CNS(C)(=O)=O)C2)c1C,26,27,28,30,92.669693,3.529435,14,13,14,13,1,0,0,1,0
99,117,698,438266,1177986,COCCN1CCC(NC(=O)C2=NNC3=C2CCC3)C1,CO[C@@H]1CC[C@H]1CCNC(=O)N[C@H]1CCC2=C(C1)SC(Br)=N2,COCCN1CCC(NC(=O)c2n[nH]c3c2CCC3)C1,CO[C@@H]1CC[C@H]1CCNC(=O)N[C@H]1CCc2nc(Br)sc2C1,20,22,22,24,11.790483,0.657311,9,8,9,8,1,0,0,1,0
100,906,549,80879,2397574,CC(C)(NCC1=CC(O)=CC=C1)C1=NC=CS1,CC1CC(C(=O)N2CCOC(CC(=O)NCC3(F)CCC3)C2)=NO1,CC(C)(NCc1cccc(O)c1)c1nccs1,CC1CC(C(=O)N2CCOC(CC(=O)NCC3(F)CCC3)C2)=NO1,17,18,24,26,9.817614,0.562158,9,8,9,8,1,0,0,1,0
101,768,273,5597798,7258588,CC1(CCC(=O)N2CCS(=N)(=O)CC2)CN(C(=O)[C@@H]2CC[C@H](C(N)=O)C2)C1,CCC(CC(=O)NCC1CN(C(=O)C2=NC=CN=C2OC)CC12CCC2)OC,CC1(CCC(=O)N2CCS(=N)(=O)CC2)CN(C(=O)[C@@H]2CC[C@H](C(N)=O)C2)C1,CCC(CC(=O)NCC1CN(C(=O)c2nccnc2OC)CC12CCC2)OC,27,29,28,30,163.568039,7.891981,13,12,13,12,1,0,0,1,0
102,787,656,446004,6904192,CC(CC(F)(F)F)C(=O)OCC1=C(Cl)N=C(Cl)C(Cl)=C1,CC1=CC=CC(CNC(=O)CCC2(C)CN(C(=O)C=CC3=COC=N3)C2)=C1C,CC(CC(F)(F)F)C(=O)OCc1cc(Cl)c(Cl)nc1Cl,Cc1cccc(CNC(=O)CCC2(C)CN(C(=O)C=Cc3cocn3)C2)c1C,20,20,28,30,4.233194,0.495082,7,6,7,6,1,0,0,1,0
103,348,114,2791183,5937853,CCC1=CC=C(CN(CC(Cl)(Cl)Cl)C(=O)CNC(=O)CC(C)C)O1,CCN1N=CC(C)=C1C(=O)NCC(C)CN(C)C(=O)C1=CSC(C(C)=O)=N1,CCc1ccc(CN(CC(Cl)(Cl)Cl)C(=O)CNC(=O)CC(C)C)o1,CCn1ncc(C)c1C(=O)NCC(C)CN(C)C(=O)c1csc(C(C)=O)n1,24,24,27,28,12.524198,0.641061,12,11,12,11,1,0,0,1,0
104,300,445,2370681,8869065,O=C(N[C@@H](CC1=CC=C(F)C=C1)C(=O)O)C1=CN2C=CN=C2C=C1,CC1(C)CC(CNC(=O)/C=C/C2=CC=CC=C2)(C(=O)N2CCC(N3CCCC3)C2)C1,O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)O)c1ccc2nccn2c1,CC1(C)CC(CNC(=O)/C=C/c2ccccc2)(C(=O)N2CCC(N3CCCC3)C2)C1,24,26,30,33,155.321289,3.444142,15,14,15,14,1,0,0,1,0
105,161,464,1585167,5336484,CC1=CC(C(C)NC(=O)CNC(=O)C2=CC=CC=C2C)=C(C)S1,O=C(CN1CCC(OCC2=CN=CS2)C1)NCCN1CCC2=CC=CC=C21,Cc1cc(C(C)NC(=O)CNC(=O)c2ccccc2C)c(C)s1,O=C(CN1CCC(OCc2cncs2)C1)NCCN1CCc2ccccc21,23,24,27,30,68.104126,2.475477,15,14,15,14,1,0,0,1,0
106,3,976,1692068,4398596,NCC1=CC=C(N)C(C(=O)NC2CCOC3=NC(Br)=CC=C32)=C1,CCC(CC)C(OC)C(=O)N1CCO[C@@H](C)[C@@H]1C(=O)NCC1=CN=CS1,NCc1ccc(N)c(C(=O)NC2CCOc3nc(Br)ccc32)c1,CCC(CC)C(OC)C(=O)N1CCO[C@@H](C)[C@@H]1C(=O)NCc1cncs1,23,25,26,27,78.076027,3.286503,11,10,11,10,1,0,0,1,0
107,739,896,2048329,7480454,COC1=CC(Br)=CC=C1OCC(=O)NCCN1C=NN=C1C(C)C,CCC1=NC2=CC(C(=O)N[C@H]3CC[C@H](NC4=NC=NC(OC)=C4)C3)=CC=C2N1,COc1cc(Br)ccc1OCC(=O)NCCn1cnnc1C(C)C,CCc1nc2cc(C(=O)N[C@H]3CC[C@H](Nc4cc(OC)ncn4)C3)ccc2[nH]1,24,25,28,31,6.791688,0.665524,7,6,7,6,1,0,0,1,0
108,736,269,3920092,9331009,CCCCCCNC(=O)C(N1CCCC(C)(C)C1C#N)C1(CC)CC1,CN(CC1=C(F)C=CC(F)=C1F)C(=O)NC1CCN(C(=O)OC(C)(C)C)C(C2CC2)C1,CCCCCCNC(=O)C(N1CCCC(C)(C)C1C#N)C1(CC)CC1,CN(Cc1c(F)ccc(F)c1F)C(=O)NC1CCN(C(=O)OC(C)(C)C)C(C2CC2)C1,25,26,31,33,127.066002,4.797733,10,10,10,10,1,0,0,1,0
109,995,512,9218208,6791459,COC1=NSC=C1CN(CCCC1CCOC1)CC1=CC=C(N2C=NC=N2)C(F)=C1,COC1=CC(C(=O)N2CCCCC2CNC(=O)CCN)=CC=C1OCC(N)=O,COc1nscc1CN(CCCC1CCOC1)Cc1ccc(-n2cncn2)c(F)c1,COc1cc(C(=O)N2CCCCC2CNC(=O)CCN)ccc1OCC(N)=O,30,33,28,29,115.397919,5.434335,15,14,15,14,1,0,0,1,0
