pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
802,390,395,364061,5105215,CC1(C)CC(CC(=O)NCCC2(C)N=N2)CC(C)(C)C1,CC1=CC=C(CN(CCCC2=COC=N2)C(=O)C2=NOC(C)=C2)C(F)=C1,CC1(C)CC(CC(=O)NCCC2(C)N=N2)CC(C)(C)C1,Cc1ccc(CN(CCCc2cocn2)C(=O)c2cc(C)on2)c(F)c1,20,21,26,28,41.295216,1.877115,13,12,13,12,1,0,0,1,0
803,679,811,46259,4686255,COC(C)(C)CC(=O)NCC(C)N1C=CC=N1,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,COC(C)(C)CC(=O)NCC(C)n1cccn1,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,17,17,26,28,6.105817,0.527374,10,9,10,9,1,0,0,1,0
804,840,667,7897823,4170183,COC1=CC=CC2=C1C(C1NC(=O)N(C)C3=C1C(=O)NC1(CCOCC1)C3)=CN2,COC1=CC=C(C(CF)NC(=O)NCC2=CC=C(C)C(C3CC3)=C2)C=C1,COc1cccc2[nH]cc(C3NC(=O)N(C)C4=C3C(=O)NC3(CCOCC3)C4)c12,COc1ccc(C(CF)NC(=O)NCc2ccc(C)c(C3CC3)c2)cc1,29,33,26,28,334.214630,8.778060,20,19,20,19,1,0,0,1,0
805,155,507,9673052,2423837,O=C(NCCC1CC1)C(C1=CN(CCF)N=C1)N1CCN(CC2=CC(F)=CC=C2)CC1,CN(CCCCO)C(=O)[C@H]1CCCN1C(=O)C1CCCCNC1=O,O=C(NCCC1CC1)C(c1cnn(CCF)c1)N1CCN(Cc2cccc(F)c2)CC1,CN(CCCCO)C(=O)[C@H]1CCCN1C(=O)C1CCCCNC1=O,31,34,24,25,210.651184,5.272375,17,16,17,16,1,0,0,1,0
806,987,37,4093080,1607588,CC(C)(C)OC(=O)NC1(CNC(=O)CC2=CSC=N2)CCC(F)(F)CC1,CC1=CC(NC(=O)NC2=CC3=CC=NN3C=C2)=CC=C1C1CC1,CC(C)(C)OC(=O)NC1(CNC(=O)Cc2cscn2)CCC(F)(F)CC1,Cc1cc(NC(=O)Nc2ccn3nccc3c2)ccc1C1CC1,26,27,23,26,34.736328,1.925794,10,9,10,9,1,0,0,1,0
807,129,514,6394273,9243210,CC1=CC=C(CCN(CC2=CC(C)=CN=C2O)C(=O)C2=CN=C(C)O2)C=C1,CCSC1=NN=C(CN(CC2=CC=C(C#N)C(Cl)=C2)C(=O)NC2=CC=CC=C2)N1C,Cc1ccc(CCN(Cc2cc(C)cnc2O)C(=O)c2cnc(C)o2)cc1,CCSc1nnc(CN(Cc2ccc(C#N)c(Cl)c2)C(=O)Nc2ccccc2)n1C,27,29,30,32,62.914497,2.768423,12,11,12,11,1,0,0,1,0
808,988,604,6019508,2155819,O=C(CNC1=CC=NC=C1)NCC1CC(CNC(=O)CN2C=CN=N2)CO1,CCOC1=CC=C(S(=O)(=O)N2CC(C(=O)OC)CC2(C)C)C=C1Cl,O=C(CNc1ccncc1)NCC1CC(CNC(=O)Cn2ccnn2)CO1,CCOc1ccc(S(=O)(=O)N2CC(C(=O)OC)CC2(C)C)cc1Cl,27,29,24,25,9.251096,0.687339,9,8,9,8,1,0,0,1,0
809,339,890,4402122,302330,C#CCC1(C(=O)N2CC(F)(C3CC3)C2)CCN(C(=O)[C@H]2C[C@@H]2C(C)C)C1,NC1=CN=C(Br)C=C1CN1CCC(C(O)CO)CC1,C#CCC1(C(=O)N2CC(F)(C3CC3)C2)CCN(C(=O)[C@H]2C[C@@H]2C(C)C)C1,Nc1cnc(Br)cc1CN1CCC(C(O)CO)CC1,26,29,19,20,60.721794,1.686026,15,14,15,14,1,0,0,1,0
810,102,895,7027068,5132325,O=C(CCC1=CC=CN1)NCC1=CC(C(=O)N2CC(N3C=NN=C3)C2)=CC=N1,COC1=CC(C)=NC(CN(CC[C@@H]2COC[C@H]2O)CC2=CC=CC=C2)=C1,O=C(CCc1ccc[nH]1)NCc1cc(C(=O)N2CC(n3cnnc3)C2)ccn1,COc1cc(C)nc(CN(CC[C@@H]2COC[C@H]2O)Cc2ccccc2)c1,28,31,26,28,36.279987,1.429029,16,15,16,15,1,0,0,1,0
811,865,450,9781908,3479660,COCC1(NC(=O)C2=CC=C3C=NOC3=C2)CCN(C(=O)CCCCN2CCCC2)CC1,CC(C)CCC(NC(=O)C1COCCO1)C(=O)NC1CCCCCC1,COCC1(NC(=O)c2ccc3cnoc3c2)CCN(C(=O)CCCCN2CCCC2)CC1,CC(C)CCC(NC(=O)C1COCCO1)C(=O)NC1CCCCCC1,32,35,25,26,70.422554,1.362220,14,13,14,13,1,0,0,1,0
812,102,538,7027068,461995,O=C(CCC1=CC=CN1)NCC1=CC(C(=O)N2CC(N3C=NN=C3)C2)=CC=N1,CSC1=C2CN(CCN3CCOC(C)C3)CCN2N=C1,O=C(CCc1ccc[nH]1)NCc1cc(C(=O)N2CC(n3cnnc3)C2)ccn1,CSc1cnn2c1CN(CCN1CCOC(C)C1)CC2,28,31,20,22,25.205194,1.111363,12,11,12,11,1,0,0,1,0
813,932,467,3724941,4755768,CSC1=NC=NC(N2CCC(F)(CNC(=O)[C@@H]3CCC(=O)O3)C2)=C1Cl,CC1=CC(C)=C(C(=O)N[C@H](CNC(=O)/C=C/C2=COC=C2)CC(C)C)O1,CSc1ncnc(N2CCC(F)(CNC(=O)[C@@H]3CCC(=O)O3)C2)c1Cl,Cc1cc(C)c(C(=O)N[C@H](CNC(=O)/C=C/c2ccoc2)CC(C)C)o1,25,27,26,27,13.814019,0.688261,12,12,12,12,1,0,0,1,0
814,15,739,2467240,2048329,C#CCCCOCCNC(=O)CC1CN(C(=O)CC=C)CC12CC2,COC1=CC(Br)=CC=C1OCC(=O)NCCN1C=NN=C1C(C)C,C#CCCCOCCNC(=O)CC1CN(C(=O)CC=C)CC12CC2,COc1cc(Br)ccc1OCC(=O)NCCn1cnnc1C(C)C,24,25,24,25,14.119916,0.757682,10,9,10,9,1,0,0,1,0
815,147,419,3267781,8489148,C=C1CC1C(=O)NC1(C(=O)N(C)CC2=CC=CC(C)=C2)CCCCC1,CC(C)CCN1C=C(CN2CCN(C(=O)C3=CN=CC4=CC=CN=C43)CC2)N=N1,C=C1CC1C(=O)NC1(C(=O)N(C)Cc2cccc(C)c2)CCCCC1,CC(C)CCn1cc(CN2CCN(C(=O)c3cncc4cccnc34)CC2)nn1,25,27,29,32,111.850952,2.689715,16,15,16,15,1,0,0,1,0
816,891,670,5113980,1785915,CCN1C=CC(CN(CC2=CC=C3NC(=O)OC3=C2)CC2[C@H](C)[C@H]2C)=N1,C=CC(CC)C(=O)N[C@@H](CC(=C)C)C(=O)N[C@@H](C)C1=CSC=N1,CCn1ccc(CN(Cc2ccc3[nH]c(=O)oc3c2)CC2[C@H](C)[C@H]2C)n1,C=CC(CC)C(=O)N[C@@H](CC(=C)C)C(=O)N[C@@H](C)c1cscn1,26,29,23,23,8.644225,0.745219,10,9,10,9,1,0,0,1,0
817,993,158,5130606,3115192,FC(F)OC1=CC=C(CN(CC2=CC=CN=C2)CC2=CC(Cl)=NO2)C=N1,COC(=O)CC1=CSC(CNC(=O)N2CCC(C)(N3CCCC3)C2)=N1,FC(F)Oc1ccc(CN(Cc2cccnc2)Cc2cc(Cl)no2)cn1,COC(=O)Cc1csc(CNC(=O)N2CCC(C)(N3CCCC3)C2)n1,26,28,25,27,10.971329,0.676611,10,9,10,9,1,0,0,1,0
818,76,480,2495255,9541253,CCCCCC(=O)NCC1=C(C(=O)N[C@H](CO)C(C)(C)C)C=CO1,COC(=O)C1(CC2=CN(C3C(=O)OCC3(C)C)N=N2)CCN(C(=O)CC2=NC=CN2)C1,CCCCCC(=O)NCc1occc1C(=O)N[C@H](CO)C(C)(C)C,COC(=O)C1(Cc2cn(C3C(=O)OCC3(C)C)nn2)CCN(C(=O)Cc2ncc[nH]2)C1,24,24,31,34,33.951927,1.416624,13,12,13,12,1,0,0,1,0
819,800,992,376818,6262055,CCOC1(C(=O)N[C@H]2C[C@@H]2C2=CNN=C2)CCOCC1,CC(C)CN1C=C(C(C)(C)N2CCN(C(=O)CCCCCC#N)CC2)N=N1,CCOC1(C(=O)N[C@H]2C[C@@H]2c2cn[nH]c2)CCOCC1,CC(C)Cn1cc(C(C)(C)N2CCN(C(=O)CCCCCC#N)CC2)nn1,20,22,27,28,20.671974,1.117412,10,9,10,9,1,0,0,1,0
820,271,346,3835770,2910405,CCC[C@H]1C[C@@H]1CN(CC1=CC=CC2=CC=NC=C21)C(=O)[C@H]1C[C@H]1C,CCSC1=CC=CC=C1CC(=O)NC1=C(F)C=C(Br)C=C1C(=O)OC,CCC[C@H]1C[C@@H]1CN(Cc1cccc2ccncc12)C(=O)[C@H]1C[C@H]1C,CCSc1ccccc1CC(=O)Nc1c(F)cc(Br)cc1C(=O)OC,25,28,25,26,68.997742,1.940233,16,15,16,15,1,0,0,1,0
821,638,709,9415663,1574480,C#CCC1(C(=O)NC[C@@H]2CCC[C@H](CNC(=O)C=C(C)C3=CC=CO3)C2)CCOCC1,COCCOCC(O)COC(=O)CC1=NN(C2CCCC2)C=C1,C#CCC1(C(=O)NC[C@@H]2CCC[C@H](CNC(=O)C=C(C)c3ccco3)C2)CCOCC1,COCCOCC(O)COC(=O)Cc1ccn(C2CCCC2)n1,31,33,23,24,13.112405,0.639344,10,9,10,9,1,0,0,1,0
822,407,665,913391,7440053,C#CCOCCC(=O)NCCN1CCC(NC(C)=O)CC1,O=C(CC1=CC=CC=C1OC1CCCC1)OC/C=C/C1=CC=C2OCOC2=C1,C#CCOCCC(=O)NCCN1CCC(NC(C)=O)CC1,O=C(Cc1ccccc1OC1CCCC1)OC/C=C/c1ccc2c(c1)OCO2,21,21,28,31,1.324983,0.205875,6,5,6,5,1,0,0,1,0
823,82,872,2083033,5919239,COCC1CCCCC1NC(=O)C1=CC=C(OC)C2=CN=CC=C12,CC1=CC(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)=CC=C1F,COCC1CCCCC1NC(=O)c1ccc(OC)c2cnccc12,Cc1cc(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)ccc1F,24,26,27,29,516.689453,14.541553,16,16,16,16,1,0,0,1,0
824,336,872,264655,5919239,CC1=CN(CCN2CCN(C)C3(CCOC3)C2)N=C1,CC1=CC(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)=CC=C1F,Cc1cnn(CCN2CCN(C)C3(CCOC3)C2)c1,Cc1cc(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)ccc1F,19,21,27,29,18.733372,0.877165,14,13,14,13,1,0,0,1,0
825,690,879,6237758,7519501,CC(C)C1=NN=C(CCN2CCC(=O)N(CCCC(=O)NC3CC3)C2=O)S1,O=C(NC1CC(CF)C1)C1=CC=C(C2=CN(CCOCC3CCCC3)N=N2)O1,CC(C)c1nnc(CCN2CCC(=O)N(CCCC(=O)NC3CC3)C2=O)s1,O=C(NC1CC(CF)C1)c1ccc(-c2cn(CCOCC3CCCC3)nn2)o1,27,29,28,31,12.526913,0.783009,9,8,9,8,1,0,0,1,0
826,546,389,3100926,7130093,O=C(NCCC1=COC=C1)NC12CC(CN(CC3=CC=CC=C3)C1)C2,CCCC1=CN=NC(C(=O)N[C@H]2COC[C@H]2N2C=C(CC(OC)OC)N=N2)=C1,O=C(NCCc1ccoc1)NC12CC(CN(Cc3ccccc3)C1)C2,CCCc1cnnc(C(=O)N[C@H]2COC[C@H]2n2cc(CC(OC)OC)nn2)c1,25,28,28,30,47.714630,2.343581,13,12,13,12,1,0,0,1,0
827,977,324,10046622,7283187,C#CC1=CC=C(CCC(=O)N2CCC3(CCCCN(C(=O)C4=C(C5CC5)C=CO4)C3)C2)C=C1,CC1=CC=CN=C1C(=O)N[C@@H]1COC[C@H]1CNC(=O)C1CC2CCC(C1)N2C,C#Cc1ccc(CCC(=O)N2CCC3(CCCCN(C(=O)c4occc4C4CC4)C3)C2)cc1,Cc1cccnc1C(=O)N[C@@H]1COC[C@H]1CNC(=O)C1CC2CCC(C1)N2C,33,37,28,31,464.660156,8.738941,23,22,23,22,1,0,0,1,0
828,641,735,9019778,8858626,CCOCC1=CN(C[C@H]2C[C@H](O)CN2C(=O)C2=CC(C3=CC=C(Br)C=C3)=NO2)N=N1,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,CCOCc1cn(C[C@H]2C[C@H](O)CN2C(=O)c2cc(-c3ccc(Br)cc3)no2)nn1,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,30,33,30,32,264.197388,8.620467,17,16,17,16,1,0,0,1,0
829,908,777,8163226,2724797,CC(C)C(CN1CCCC1)NC(=O)CCN1C=C(C(C)(C)C2=CC=CC=C2)N=N1,CCCCC1=CC(NCC[C@H](C)NC(=O)[C@H]2CCC[C@@H]2O)=NC=N1,CC(C)C(CN1CCCC1)NC(=O)CCn1cc(C(C)(C)c2ccccc2)nn1,CCCCc1cc(NCC[C@H](C)NC(=O)[C@H]2CCC[C@@H]2O)ncn1,29,31,24,25,34.919662,1.079184,16,15,16,15,1,0,0,1,0
830,499,893,5522744,9480951,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,C=C[C@H]1CN(C(=O)CC2=C(C)N(CC)N=C2C)C[C@H]1NC1=NC(C(=O)OC)=NC=C1Cl,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,C=C[C@H]1CN(C(=O)Cc2c(C)nn(CC)c2C)C[C@H]1Nc1nc(C(=O)OC)ncc1Cl,27,27,31,33,126.016846,3.354810,15,14,15,14,1,0,0,1,0
831,554,36,751354,3149125,CC1=C(C(=O)CN2CCC2C2CCC(C)(C)CC2)SN=C1,COC1=CC=C(NC(=O)C(=O)NC2=C(C)C=C(C)N=C2Cl)C(F)=C1F,Cc1cnsc1C(=O)CN1CCC1C1CCC(C)(C)CC1,COc1ccc(NC(=O)C(=O)Nc2c(C)cc(C)nc2Cl)c(F)c1F,21,23,25,26,43.877697,2.311960,11,10,11,10,1,0,0,1,0
832,632,70,8472175,4319416,CCC(=O)N1CCC(C(=O)NC2CC(C3=CN(CCN4CCOCC4)N=N3)C2)C1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,CCC(=O)N1CCC(C(=O)NC2CC(c3cn(CCN4CCOCC4)nn3)C2)C1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,29,32,26,27,41.479725,2.400421,11,10,11,10,1,0,0,1,0
833,240,646,7246223,3214063,CC(C)C(F)C(=O)N1CCN(C(=O)C2=COC3=CC=CC=C32)CC1C1CCC1,CN(CCCC1=NC2=CC=CC=C2N1)CC1=C(N)C(C(=O)O)=CC=C1,CC(C)C(F)C(=O)N1CCN(C(=O)c2coc3ccccc23)CC1C1CCC1,CN(CCCc1nc2ccccc2[nH]1)Cc1cccc(C(=O)O)c1N,28,31,25,27,73.325218,1.456993,14,13,14,13,1,0,0,1,0
834,700,943,2480793,2359342,CC(=O)OC(C)(C)C(=O)NC1CC2(C1)CC2C(=O)NCC1(F)CC1,O=C(NCCNC(=O)C1=CC(Br)=CC=C1)C(=O)N1C2CCC1CC2,CC(=O)OC(C)(C)C(=O)NC1CC2(C1)CC2C(=O)NCC1(F)CC1,O=C(NCCNC(=O)c1cccc(Br)c1)C(=O)N1C2CCC1CC2,24,26,24,26,67.898575,3.455429,11,10,11,10,1,0,0,1,0
835,294,232,6002839,9827247,CC1=CN=C(C(=O)N2CC3CC(C2)CN(C(=O)C(CCO)N(C)C)C3)C=N1,CC(C)C1=NC=CC(N2CC34CCCC3(CN(C(=O)C3=C5C(=CC=C3)N=NN5C)C4)C2)=N1,Cc1cnc(C(=O)N2CC3CC(C2)CN(C(=O)C(CCO)N(C)C)C3)cn1,CC(C)c1nccc(N2CC34CCCC3(CN(C(=O)c3cccc5nnn(C)c35)C4)C2)n1,27,29,32,37,1904.845337,30.657013,20,20,20,20,1,0,0,1,0
836,764,92,3570718,7892875,O=C(NCC1CN(C(=O)CCN2C=CN=C2)CCO1)C1=CSN=C1Cl,CCOP(=O)(OCC)[C@H](NC(=O)C1=C(F)C=C([N+](=O)[O-])C(F)=C1)C1=CC=CC=C1,O=C(NCC1CN(C(=O)CCn2ccnc2)CCO1)c1csnc1Cl,CCOP(=O)(OCC)[C@H](NC(=O)c1cc(F)c([N+](=O)[O-])cc1F)c1ccccc1,25,27,29,30,8.344121,0.960923,9,8,9,8,1,0,0,1,0
837,444,100,48293,8039705,C=CCC(CC(F)F)C(=O)N[C@H]1CCC[C@H]1O,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCC3=NC(C)=CC=C3)C2)C1,C=CCC(CC(F)F)C(=O)N[C@H]1CCC[C@H]1O,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCc3cccc(C)n3)C2)C1,17,17,29,31,9.958343,0.465343,12,11,12,11,1,0,0,1,0
838,778,648,7256219,7753473,CC1(C(=O)NCC2(CNC(=O)C[C@@H]3CC[C@H](O)C3)CCCC2)CCC(=O)NC1,CC1C(CN(CC2=CC=C(CF)C=C2)C(=O)CNC(=O)CN(C)C)CC1(C)C,CC1(C(=O)NCC2(CNC(=O)C[C@@H]3CC[C@H](O)C3)CCCC2)CCC(=O)NC1,CC1C(CN(Cc2ccc(CF)cc2)C(=O)CNC(=O)CN(C)C)CC1(C)C,28,30,28,29,131.317734,5.262126,14,13,14,13,1,0,0,1,0
839,720,893,2922648,9480951,CN(C)C(=O)C1=CC=C(CNC(=O)[C@H]2CCN3C[C@H]2N(C)C3=O)C=N1,C=C[C@H]1CN(C(=O)CC2=C(C)N(CC)N=C2C)C[C@H]1NC1=NC(C(=O)OC)=NC=C1Cl,CN(C)C(=O)c1ccc(CNC(=O)[C@H]2CCN3C[C@H]2N(C)C3=O)cn1,C=C[C@H]1CN(C(=O)Cc2c(C)nn(CC)c2C)C[C@H]1Nc1nc(C(=O)OC)ncc1Cl,25,27,31,33,277.592987,7.311741,16,15,16,15,1,0,0,1,0
840,102,454,7027068,8292127,O=C(CCC1=CC=CN1)NCC1=CC(C(=O)N2CC(N3C=NN=C3)C2)=CC=N1,C#CCNC(=O)[C@H]1C[C@H]1C(=O)NC1CN(C(=O)CC(C)(C)CC=C)CC12CCC2,O=C(CCc1ccc[nH]1)NCc1cc(C(=O)N2CC(n3cnnc3)C2)ccn1,C#CCNC(=O)[C@H]1C[C@H]1C(=O)NC1CN(C(=O)CC(C)(C)CC=C)CC12CCC2,28,31,29,31,298.559753,8.955353,19,18,19,18,1,0,0,1,0
841,170,710,4134008,198201,COC(=O)CCOCCNC(=O)NC1=CC=C(N2C=CC(=O)C=C2)N=C1,C#CC1CC(NC(=O)C2=CC3=C(Br)N=CN3C=C2)C1,COC(=O)CCOCCNC(=O)Nc1ccc(-n2ccc(=O)cc2)nc1,C#CC1CC(NC(=O)c2ccn3cnc(Br)c3c2)C1,26,27,19,21,47.480431,1.793914,14,13,14,13,1,0,0,1,0
842,306,925,957487,6553962,CC1=CC=C(CN(CC2=CN=CO2)C[C@H]2CCO2)N=C1C,CCN(CC)C(C(=O)NC1CCC(F)(F)CC1)C1=CN(C2CC2(F)F)N=C1,Cc1ccc(CN(Cc2cnco2)C[C@H]2CCO2)nc1C,CCN(CC)C(C(=O)NC1CCC(F)(F)CC1)c1cnn(C2CC2(F)F)c1,21,23,27,29,22.666941,1.396719,13,12,13,12,1,0,0,1,0
843,29,47,5500785,3282808,CCN(C(=O)CC1CC(NC(=O)C2=C(C)OC(CO)=C2)C1)C(C)C1CCC1,CCO[C@@H]1CCC[C@H]1NC(=O)C1CCCN1C(=O)C12CCC(CC1)C2,CCN(C(=O)CC1CC(NC(=O)c2cc(CO)oc2C)C1)C(C)C1CCC1,CCO[C@@H]1CCC[C@H]1NC(=O)C1CCCN1C(=O)C12CCC(CC1)C2,27,29,25,28,863.216919,15.418968,21,20,21,20,1,0,0,1,0
844,332,815,4169540,3432128,COC1=CC=C([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)C=C1,C[C@@H]1C[C@@H](C(=O)NCC2=CC=CC=C2O)N(C(=O)CC2CC=CC2)C1,COc1ccc([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)cc1,C[C@@H]1C[C@@H](C(=O)NCc2ccccc2O)N(C(=O)CC2CC=CC2)C1,26,28,25,27,37.864880,2.471536,10,10,10,10,1,0,0,1,0
845,57,300,1922535,2370681,CCCC=C(CC)C(=O)N[C@H]1CCC[C@]1(C)NC(=O)C(C)SC,O=C(N[C@@H](CC1=CC=C(F)C=C1)C(=O)O)C1=CN2C=CN=C2C=C1,CCCC=C(CC)C(=O)N[C@H]1CCC[C@]1(C)NC(=O)C(C)SC,O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)O)c1ccc2nccn2c1,23,23,24,26,19.608784,1.130745,13,12,13,12,1,0,0,1,0
846,367,383,9447173,8510941,CN(CC1(O)CCN(C(=O)C2=CC=C([N+](=O)[O-])N2C)CC1)C(=O)[C@H](O)C1=CC=CC=C1,CNC1=NC(CNC2=NC=C(S(=O)(=O)N3CC4(CO)CCC3CC4)C(C)=C2)=CS1,CN(CC1(O)CCN(C(=O)c2ccc([N+](=O)[O-])n2C)CC1)C(=O)[C@H](O)c1ccccc1,CNc1nc(CNc2cc(C)c(S(=O)(=O)N3CC4(CO)CCC3CC4)cn2)cs1,31,33,29,32,28.086449,0.542155,13,12,13,12,1,0,0,1,0
847,441,149,4468789,1993116,COC1=CN=NC(C(=O)NCC2=C(C(=O)N3CCC[C@H]3CO)C=CO2)=C1,CCSCCN(CC1=CC(C)=NS1)CC1=CC=C2C=CC=NN21,COc1cnnc(C(=O)NCc2occc2C(=O)N2CCC[C@H]2CO)c1,CCSCCN(Cc1cc(C)ns1)Cc1ccc2cccnn12,26,28,23,25,36.018936,1.833038,13,12,13,12,1,0,0,1,0
848,250,543,970568,4382667,CC1=CC=C(F)C=C1NC(=O)CC(C1=CC=CC=C1)C(C)C,CCN1C=C(NC(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C2O)C(C#N)=N1,Cc1ccc(F)cc1NC(=O)CC(c1ccccc1)C(C)C,CCn1cc(NC(=O)[C@@H]2CCCN2C(=O)c2ccccc2O)c(C#N)n1,22,23,26,28,70.324028,2.789227,14,13,14,13,1,0,0,1,0
849,421,579,6676599,5792433,C=CCOC(=O)N1CCC(CC(=O)N2CCN(C3=CC=NC=C3)CC2C)CC1,C=CCOCC(=O)N1CCCCC1CCC(=O)NCC(C)(O)C1CCCC1,C=CCOC(=O)N1CCC(CC(=O)N2CCN(c3ccncc3)CC2C)CC1,C=CCOCC(=O)N1CCCCC1CCC(=O)NCC(C)(O)C1CCCC1,28,30,27,28,37.854946,1.979415,10,9,10,9,1,0,0,1,0
850,698,811,1177986,4686255,CO[C@@H]1CC[C@H]1CCNC(=O)N[C@H]1CCC2=C(C1)SC(Br)=N2,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,CO[C@@H]1CC[C@H]1CCNC(=O)N[C@H]1CCc2nc(Br)sc2C1,C=CCCOC(C)C(=O)NCC1CN(C(=O)CC2CC2)CCC12CCC2,22,24,26,28,17.392950,0.856745,9,9,9,9,1,0,0,1,0
851,184,174,10051291,9397592,C[C@@]12CCC[C@H]1N(C(=O)C1=CC3=C(C=N1)NC=C3)CCN(C(=O)C1=CN=C3CCCCN13)C2,CON1CCC(C(=O)N2CC(N3CCN(C(=O)C45CCCCC4CCC5)CC3)C2)CC1,C[C@@]12CCC[C@H]1N(C(=O)c1cc3cc[nH]c3cn1)CCN(C(=O)c1cnc3n1CCCC3)C2,CON1CCC(C(=O)N2CC(N3CCN(C(=O)C45CCCCC4CCC5)CC3)C2)CC1,33,38,31,35,13987.898438,284.914956,21,20,21,20,1,0,0,1,0
852,179,80,3940154,36366,CC(=O)NC1=NC(C[C@@H](NC(=O)C(C)N2N=CC=C2C)C(C)C)=CS1,NC(=O)CCN1CCC(C2CCCNC2)C1,CC(=O)Nc1nc(C[C@@H](NC(=O)C(C)n2nccc2C)C(C)C)cs1,NC(=O)CCN1CCC(C2CCCNC2)C1,25,26,16,17,15.389911,4.134478,8,7,8,7,1,0,0,1,0
853,624,891,1850926,5113980,CC1=CC(CC(=O)N(C)C(C)C(=O)N(C)CC2=CN=CO2)=CS1,CCN1C=CC(CN(CC2=CC=C3NC(=O)OC3=C2)CC2[C@H](C)[C@H]2C)=N1,Cc1cc(CC(=O)N(C)C(C)C(=O)N(C)Cc2cnco2)cs1,CCn1ccc(CN(Cc2ccc3[nH]c(=O)oc3c2)CC2[C@H](C)[C@H]2C)n1,23,24,26,29,23.806166,1.437201,11,10,11,10,1,0,0,1,0
854,391,634,920791,8570018,CC#CCCC(=O)NCCN(C(=O)[C@@H]1CCCO1)C(C)C,C1=NC=NC(N2CC(NC3=NC(N4CCCN(C5CCCC5)CC4)=NC=N3)C2)=C1,CC#CCCC(=O)NCCN(C(=O)[C@@H]1CCCO1)C(C)C,c1cc(N2CC(Nc3ncnc(N4CCCN(C5CCCC5)CC4)n3)C2)ncn1,21,21,29,33,16.065622,0.526691,12,11,12,11,1,0,0,1,0
855,699,246,2927270,9626254,COC(=O)COC1=CC=C(C(=O)N(C)C2=C(C)C=C(C)C=C2C)C=C1,COC1=CC(O)=CC(CN(CC2CCC3(CC3)CO2)C(=O)C2=CN=C3OCCC3=C2)=C1,COC(=O)COc1ccc(C(=O)N(C)c2c(C)cc(C)cc2C)cc1,COc1cc(O)cc(CN(CC2CCC3(CC3)CO2)C(=O)c2cnc3c(c2)CCO3)c1,25,26,31,35,337.340607,4.469932,19,18,19,18,1,0,0,1,0
856,509,934,9370924,9655269,CC1(NC(=O)C[C@@H](CC2=CC=C([N+](=O)[O-])C=C2)NC(=O)C2=CC=C3CCC3=C2)CSC1,COC1=CC(CN(CC2=CC3=CC=NC=C3S2)CC2CCC3=NC=CN3C2)=CC(Cl)=N1,CC1(NC(=O)C[C@@H](Cc2ccc([N+](=O)[O-])cc2)NC(=O)c2ccc3c(c2)CC3)CSC1,COc1cc(CN(Cc2cc3ccncc3s2)CC2CCc3nccn3C2)cc(Cl)n1,31,34,31,35,185.700684,4.448313,15,14,15,14,1,0,0,1,0
857,597,146,2299080,6567263,N#CC1=CC(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)=NC=C1Cl,COC1=CC=C(N2CCN(C(=O)C3(N=[N+]=[N-])CCNCC3)CC2)C(OC)=C1,N#Cc1cc(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)ncc1Cl,COc1ccc(N2CCN(C(=O)C3(N=[N+]=[N-])CCNCC3)CC2)c(OC)c1,24,25,27,29,23.869009,0.979284,14,13,14,13,1,0,0,1,0
